,date,artist,track,time,position
3885,2000-02-19,"Dixie Chicks, The",Cowboy Take Me Away,4:51,31
3886,2000-06-10,"Dixie Chicks, The",Goodbye Earl,4:19,96
3887,2000-12-30,"Dixie Chicks, The",Without You,3:32,33
3888,2000-04-15,Dr. Dre,Forgot About Dre,3:42,26
3889,2000-08-19,Dr. Dre,The Next Episode,2:38,32
3890,2000-05-06,Drama,"Left, Right, Left",3:37,96
3891,2000-12-23,Dream,He Loves U Not,3:43,5
3892,2000-04-01,"Eastsidaz, The",G'D Up,4:27,90
3894,2000-03-04,Eiffel 65,Blue,3:29,21
3895,2000-02-19,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,7
3896,2001-01-27,Eminem,Stan,5:26,88
3897,2000-07-29,Eminem,The Real Slim Shady,4:42,16
3901,2001-01-13,"Evans, Sara",Born To Fly,5:36,44
3903,2000-04-01,Eve,Love Is Blind,3:51,66
3904,2000-09-30,Everclear,Wonderful,4:30,11
3905,2000-09-02,"Fabian, Lara",I Will Love Again,3:43,68
3907,2000-02-19,Filter,Take A Picture,4:23,15
3908,2000-01-08,Foo Fighters,Learn To Fly,3:55,26
3912,2000-11-25,"Gill, Vince",Feels Like Love,4:13,55
3913,2000-09-09,"Gilman, Billy",One Voice,4:07,40
3914,2000-03-04,Ginuwine,None Of Ur Friends B...,4:12,85
3916,2000-07-15,Goo Goo Dolls,Broadway,3:54,46
3917,2000-05-13,"Gray, Macy",I Try,3:52,6
3918,2000-06-03,"Griggs, Andy",She's More,3:19,42
3922,2000-07-22,"Heatherly, Eric",Flowers On The Wall,3:16,60
3923,2000-09-16,"Henley, Don",Taking You Home,4:08,79
3925,2000-01-29,"Hill, Faith",Breathe,4:04,23
3926,2000-11-04,"Hill, Faith",Let's Make Love,4:11,88
3927,2000-05-13,Hoku,Another Dumb Blonde,3:47,80
3929,2000-05-13,Hot Boys,I Need A Hot Girl,4:16,100
3930,2000-09-09,"Houston, Whitney",Could I Have This Ki...,3:54,69
3932,1999-11-27,"Houston, Whitney",My Love Is Your Love,4:16,6
3934,2000-01-01,IMx,Stay The Night,3:37,36
3936,2000-09-02,Ideal,Whatever,3:48,60
3937,2000-06-24,"Iglesias, Enrique",Be With You,3:36,1
3938,2000-02-26,"Iglesias, Enrique",Rhythm Divine,7:35,61
3939,2000-03-18,J-Shin,One Night Stand,4:34,47
3940,2000-12-09,Ja Rule,Between Me And You,4:05,17
3941,2000-09-16,"Jackson, Alan",It Must Be Love,2:53,40
3942,2000-02-05,"Jackson, Alan",Pop A Top,3:04,55
3943,2001-01-27,"Jackson, Alan",www.memory,2:36,77
3944,2000-03-04,Jagged Edge,He Can't Love U,3:30,26
3945,2000-07-29,Jagged Edge,Let's Get Married,4:23,11
3946,2000-09-09,Janet,Doesn't Really Matte...,4:17,1
3948,2000-07-15,Jay-Z,Big Pimpin',3:55,20
3950,2000-11-04,Jay-Z,Hey Papi,3:40,93
3951,2001-01-20,Jay-Z,I Just Wanna Love U ...,3:50,12
3952,2000-12-30,"Jean, Wyclef",911,4:00,53
3953,2000-03-25,Joe,I Wanna Know,4:57,23
3954,2000-10-28,Joe,Treat Her Like A Lad...,4:12,85
3955,2000-07-15,"John, Elton",Someday Out Of The B...,4:41,98
3956,2000-07-15,"Jones, Donell",Where I Wanna Be,6:22,36
3957,2000-01-15,"Jordan, Montell",Get It On.. Tonite,4:34,19
3959,2000-10-28,Kandi,Don't Think I'm Not,3:50,28
3960,2000-10-28,"Keith, Toby",Country Comes To Tow...,3:39,81
3961,2000-04-22,"Keith, Toby",How Do You Like Me N...,3:29,35
3964,2000-05-13,Kid Rock,Only God Knows Why,5:27,25
3971,2000-04-22,"Lawrence, Tracy",Lessons Learned,2:55,50
3974,2000-11-11,Lil Bow Wow,Bounce With Me,3:22,40
3979,2000-10-21,Lil' Zane,Callin' Me,3:43,95
3981,2000-02-26,Limp Bizkit,Re-Arranged,4:08,91
3982,2001-02-03,Limp Bizkit,Rollin',4:04,86
3983,1999-08-28,Lonestar,Amazed,4:25,27
3984,2000-03-11,Lonestar,Smile,3:33,43
3985,2000-09-02,Lonestar,What About Now,3:30,35
3987,2000-12-09,"Loveless, Patty",That's The Kind Of M...,3:27,85
3989,2000-08-12,Lucy Pearl,Dance Tonight,3:45,46
3990,2000-12-23,Ludacris,What's Your Fantasy,4:16,24
3992,2000-06-24,M2M,Mirror Mirror,3:19,70
3993,2000-09-30,Madison Avenue,Don't Call Me Baby,3:44,88
3995,2000-11-04,Madonna,Music,3:45,2
3997,2000-02-12,"Martin, Ricky",Shake Your Bon-Bon,3:08,22
3998,2000-12-30,"Martin, Ricky",She Bangs,4:02,43
3999,2000-06-17,Mary Mary,Shackles (Praise You...,3:12,43
4001,2000-04-29,"McBride, Martina",Love's The Only Hous...,5:13,50
4002,2000-12-02,"McBride, Martina",There You Are,3:26,92
4003,2000-08-05,"McEntire, Reba",I'll Be,4:23,53
4004,2000-01-22,"McEntire, Reba",What Do You Say,3:26,33
4005,2000-02-19,"McGraw, Tim",My Best Friend,4:33,32
4006,2001-01-13,"McGraw, Tim",My Next Thirty Years,3:37,33
4007,2000-08-05,"McGraw, Tim",Some Things Never Ch...,3:56,70
4009,2000-04-22,"Messina, Jo Dee",Because You Love Me,3:50,93
4010,2000-09-16,"Messina, Jo Dee",That's The Way,3:17,30
4011,2000-08-05,Metallica,I Disappear,4:26,87
4014,2000-12-02,"Montgomery, John Michael",The Little Girl,3:52,45
4016,2000-09-09,"Moore, Mandy",I Wanna Be With You,4:12,65
4017,2000-12-02,"Mumba, Samantha",Gotta Tell You,3:19,7
4018,2001-01-06,Musiq,Just Friends,4:02,35
4019,2000-11-11,Mya,Case Of The Ex (What...,3:50,9
4020,2000-07-08,Mya,The Best Of Me,4:12,81
4021,2000-11-04,Mystikal,Shake Ya Ass,4:46,13
4022,2000-04-22,N'Sync,Bye Bye Bye,3:15,4
4023,2000-07-29,N'Sync,It's Gonna Be Me,3:10,1
4024,2000-12-23,N'Sync,This I Promise You,4:23,10
4025,2000-06-17,Nas,You Owe Me,3:51,79
4026,2000-07-22,Nelly,(Hot S**t) Country G...,4:17,23
4027,2000-08-19,Next,Wifey,4:03,19
4028,2000-07-29,Nine Days,Absolutely (Story Of...,3:09,6
4030,2000-09-23,No Doubt,Simple Kind Of Life,4:11,98
4034,2001-01-06,"Paisley, Brad",We Danced,3:45,55
4035,2000-10-21,Papa Roach,Last Resort,3:19,65
4037,2000-11-04,Pink,Most Girls,4:06,5
4038,2000-05-27,Pink,There U Go,3:23,19
4041,2000-12-16,"Price, Kelly",You Should've Told M...,3:12,68
4042,2000-12-09,Profyle,Liar,3:57,54
4045,2000-03-18,R.E.M.,The Great Beyond,4:10,79
4046,2000-07-29,Rascal Flatts,Prayin' For Daylight,3:36,46
4047,2000-06-10,"Raye, Collin",Couldn't Last A Mome...,3:40,44
4048,2000-10-21,Red Hot Chili Peppers,Californication,5:21,74
4049,2000-05-06,Red Hot Chili Peppers,Otherside,4:13,29
4050,2000-01-08,"Rimes, LeAnn",Big Deal,3:03,30
4051,2000-12-02,"Rimes, LeAnn",Can't Fight The Moon...,3:33,79
4052,2000-08-19,"Rimes, LeAnn",I Need You,3:42,11
4053,2000-06-03,"Rogers, Kenny",Buy Me A Rose,3:46,58
4054,2000-09-23,Ruff Endz,No More,3:56,10
4055,2000-04-22,Sammie,I Like It,4:09,36
4056,2000-05-06,Santana,"Maria, Maria",4:18,1
4057,2000-07-01,Savage Garden,Crash And Burn,4:41,46
4058,2000-01-15,Savage Garden,I Knew I Loved You,4:07,4
4060,2000-10-07,SheDaisy,I Will.. But,3:40,52
4063,2000-12-02,Shyne,Bad Boyz,4:22,88
4064,2000-09-23,"Simpson, Jessica",I Think I'm In Love ...,3:32,57
4066,2000-02-12,Sisqo,Got To Get It,3:52,50
4067,2000-09-16,Sisqo,Incomplete,3:52,5
4068,2000-04-22,Sisqo,Thong Song,4:05,5
4069,2000-10-07,Sister Hazel,Change Your Mind,4:02,94
4070,2000-01-22,Smash Mouth,Then The Morning Com...,3:04,12
4072,2000-07-01,Son By Four,A Puro Dolor (Purest...,3:30,48
4073,2000-04-15,Sonique,It Feels So Good,3:48,11
4074,2000-09-30,SoulDecision,Faded,3:25,27
4075,2000-04-22,"Spears, Britney",From The Bottom Of M...,4:30,54
4077,2000-07-15,"Spears, Britney",Oops!.. I Did It Aga...,3:30,17
4080,2000-08-05,Sting,Desert Rose,3:52,19
4081,2000-09-30,Stone Temple Pilots,Sour Girl,4:16,98
4082,2000-03-18,"Stone, Angie",No More Rain (In Thi...,4:42,71
4083,2000-11-18,"Strait, George",Go On,3:48,49
4084,2000-04-22,"Strait, George",The Best Day,3:24,31
4085,2000-04-08,Sugar Ray,Falls Apart,4:15,52
4090,2000-04-15,Third Eye Blind,Never Let You Go,3:57,16
4091,2001-02-17,"Thomas, Carl",Emotional,4:31,69
4092,2000-06-17,"Thomas, Carl",I Wish,3:50,23
4094,2000-11-18,"Tippin, Aaron",Kiss This,2:53,68
4095,2000-01-01,Train,Meet Virginia,3:55,21
4098,2000-11-11,"Tritt, Travis",Best Of Intentions,4:15,28
4100,2000-10-07,"Urban, Keith",Your Everything,4:10,84
4102,2000-05-27,"Vassar, Phil",Carlene,4:07,59
4103,2000-12-23,"Vassar, Phil",Just Another Day In ...,3:54,46
4104,2000-04-15,Vertical Horizon,Everything You Want,4:01,13
4105,2000-11-18,Vertical Horizon,You're A God,3:45,25
4109,2000-07-08,"Walker, Clay",The Chain Of Love,5:03,57
4111,2000-06-24,Westlife,Swear It Again,4:07,21
4112,2000-02-12,"Williams, Robbie",Angels,3:56,81
4113,2000-04-08,"Wills, Mark",Back At One,4:00,64
4114,2000-09-09,"Worley, Darryl",When You Need My Lov...,3:35,78
4118,2000-06-10,Ying Yang Twins,Whistle While You Tw...,4:19,99
4120,2000-07-22,matchbox twenty,Bent,4:12,1
4123,2000-07-08,3 Doors Down,Kryptonite,3:53,44
4124,2001-01-20,3 Doors Down,Loser,4:24,66
4125,2000-07-15,504 Boyz,Wobble Wobble,3:35,76
4126,2000-11-18,98^0,Give Me Just One Nig...,3:24,36
4128,2000-04-29,Aaliyah,I Don't Wanna,4:15,49
4129,2000-06-17,Aaliyah,Try Again,4:03,1
4130,2000-11-25,"Adams, Yolanda",Open My Heart,5:30,67
4132,2000-11-04,"Aguilera, Christina",Come On Over Baby (A...,3:38,1
4133,2000-07-15,"Aguilera, Christina",I Turn To You,4:00,7
4134,2000-02-26,"Aguilera, Christina",What A Girl Wants,3:18,4
4135,2000-07-08,Alice Deejay,Better Off Alone,6:50,49
4137,1999-10-16,Amber,Sexual,4:38,96
4139,2000-12-16,"Anthony, Marc",My Baby You,3:59,83
4140,2000-05-27,"Anthony, Marc",You Sang To Me,3:50,5
4141,2001-02-03,Avant,My First Love,4:28,38
4142,2000-07-29,Avant,Separated,4:13,29
4143,2000-07-29,BBMak,Back Here,3:35,13
4144,2001-01-13,"Backstreet Boys, The",Shape Of My Heart,3:49,26
4145,2000-04-01,"Backstreet Boys, The",Show Me The Meaning ...,3:54,6
4146,2000-08-26,"Backstreet Boys, The",The One,3:46,93
4147,2000-11-18,"Badu, Erkyah",Bag Lady,5:03,21
4148,2000-10-21,Baha Men,Who Let The Dogs Out,3:17,40
4149,2000-12-09,Barenaked Ladies,Pinch Me,3:46,19
4150,2001-01-20,Beenie Man,Girls Dem Sugar,4:17,84
4153,2000-07-22,Big Punisher,It's So Hard,3:25,98
4154,2000-06-03,Black Rob,Whoa!,4:04,85
4155,2000-05-20,"Black, Clint",Been There,5:28,53
4156,2000-01-22,Blaque,Bring It All To Me,3:46,5
4157,2000-02-12,"Blige, Mary J.",Deep Inside,5:26,85
4159,2000-03-04,Blink-182,All The Small Things,2:52,8
4161,2000-11-11,Bon Jovi,It's My Life,3:44,44
4162,2000-06-17,"Braxton, Toni",He Wasn't Man Enough,4:21,12
4163,2000-10-28,"Braxton, Toni",Just Be A Man About ...,4:10,63
4166,2000-07-08,"Brock, Chad",Yes!,3:22,27
4167,2000-09-09,Brooks & Dunn,You'll Always Be Lov...,2:58,55
4173,2000-03-11,"Carey, Mariah",Thank God I Found Yo...,4:14,13
4174,2000-11-25,"Carter, Aaron",Aaron's Party (Come ...,3:23,92
4177,2001-01-20,"Chesney, Kenny",I Lost It,3:54,45
4178,2000-07-01,"Chesney, Kenny",What I Need To Do,4:05,72
4181,2000-11-04,Common,The Light,3:55,82
4182,2000-02-05,Counting Crows,Hanginaround,4:07,32
4183,1999-12-11,Creed,Higher,5:16,57
4184,2000-08-12,Creed,With Arms Wide Open,3:52,86
4187,2000-04-22,D'Angelo,Untitled (How Does I...,7:10,60
4188,2000-05-27,DMX,Party Up (Up In Here...,3:45,28
4189,2000-09-30,DMX,What You Want,4:05,57
4191,2000-05-27,Da Brat,That's What I'm Look...,3:44,94
4192,2000-09-02,Da Brat,What'Chu Like,3:57,39
4193,2000-06-24,"Davidson, Clay",Unconditional,3:56,55
4195,2000-12-23,Destiny's Child,Independent Women Pa...,3:38,1
4196,2000-08-12,Destiny's Child,Jumpin' Jumpin',3:48,4
4197,2000-03-25,Destiny's Child,Say My Name,4:31,1
4198,2000-11-11,"Diffie, Joe",It's Always Somethin...,2:55,99
4200,2000-02-12,"Dion, Celine",That's The Way It Is,4:03,10
4202,2000-02-26,"Dixie Chicks, The",Cowboy Take Me Away,4:51,37
4203,2000-06-17,"Dixie Chicks, The",Goodbye Earl,4:19,96
4204,2001-01-06,"Dixie Chicks, The",Without You,3:32,44
4205,2000-04-22,Dr. Dre,Forgot About Dre,3:42,28
4206,2000-08-26,Dr. Dre,The Next Episode,2:38,32
4208,2000-12-30,Dream,He Loves U Not,3:43,2
4209,2000-04-08,"Eastsidaz, The",G'D Up,4:27,94
4211,2000-03-11,Eiffel 65,Blue,3:29,24
4212,2000-02-26,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,10
4213,2001-02-03,Eminem,Stan,5:26,93
4214,2000-08-05,Eminem,The Real Slim Shady,4:42,30
4218,2001-01-20,"Evans, Sara",Born To Fly,5:36,36
4220,2000-04-08,Eve,Love Is Blind,3:51,78
4221,2000-10-07,Everclear,Wonderful,4:30,13
4222,2000-09-09,"Fabian, Lara",I Will Love Again,3:43,80
4224,2000-02-26,Filter,Take A Picture,4:23,20
4225,2000-01-15,Foo Fighters,Learn To Fly,3:55,20
4229,2000-12-02,"Gill, Vince",Feels Like Love,4:13,52
4230,2000-09-16,"Gilman, Billy",One Voice,4:07,44
4231,2000-03-11,Ginuwine,None Of Ur Friends B...,4:12,85
4233,2000-07-22,Goo Goo Dolls,Broadway,3:54,48
4234,2000-05-20,"Gray, Macy",I Try,3:52,5
4235,2000-06-10,"Griggs, Andy",She's More,3:19,37
4239,2000-07-29,"Heatherly, Eric",Flowers On The Wall,3:16,53
4240,2000-09-23,"Henley, Don",Taking You Home,4:08,83
4242,2000-02-05,"Hill, Faith",Breathe,4:04,21
4243,2000-11-11,"Hill, Faith",Let's Make Love,4:11,91
4244,2000-05-20,Hoku,Another Dumb Blonde,3:47,100
4247,2000-09-16,"Houston, Whitney",Could I Have This Ki...,3:54,81
4249,1999-12-04,"Houston, Whitney",My Love Is Your Love,4:16,6
4251,2000-01-08,IMx,Stay The Night,3:37,23
4253,2000-09-09,Ideal,Whatever,3:48,68
4254,2000-07-01,"Iglesias, Enrique",Be With You,3:36,1
4255,2000-03-04,"Iglesias, Enrique",Rhythm Divine,7:35,61
4256,2000-03-25,J-Shin,One Night Stand,4:34,58
4257,2000-12-16,Ja Rule,Between Me And You,4:05,18
4258,2000-09-23,"Jackson, Alan",It Must Be Love,2:53,47
4259,2000-02-12,"Jackson, Alan",Pop A Top,3:04,78
4260,2001-02-03,"Jackson, Alan",www.memory,2:36,89
4261,2000-03-11,Jagged Edge,He Can't Love U,3:30,33
4262,2000-08-05,Jagged Edge,Let's Get Married,4:23,14
4263,2000-09-16,Janet,Doesn't Really Matte...,4:17,2
4265,2000-07-22,Jay-Z,Big Pimpin',3:55,20
4267,2000-11-11,Jay-Z,Hey Papi,3:40,88
4268,2001-01-27,Jay-Z,I Just Wanna Love U ...,3:50,15
4269,2001-01-06,"Jean, Wyclef",911,4:00,61
4270,2000-04-01,Joe,I Wanna Know,4:57,20
4271,2000-11-04,Joe,Treat Her Like A Lad...,4:12,90
4272,2000-07-22,"John, Elton",Someday Out Of The B...,4:41,94
4273,2000-07-22,"Jones, Donell",Where I Wanna Be,6:22,34
4274,2000-01-22,"Jordan, Montell",Get It On.. Tonite,4:34,15
4276,2000-11-04,Kandi,Don't Think I'm Not,3:50,29
4277,2000-11-04,"Keith, Toby",Country Comes To Tow...,3:39,95
4278,2000-04-29,"Keith, Toby",How Do You Like Me N...,3:29,35
4281,2000-05-20,Kid Rock,Only God Knows Why,5:27,29
4288,2000-04-29,"Lawrence, Tracy",Lessons Learned,2:55,66
4291,2000-11-18,Lil Bow Wow,Bounce With Me,3:22,53
4298,2000-03-04,Limp Bizkit,Re-Arranged,4:08,91
4299,2001-02-10,Limp Bizkit,Rollin',4:04,91
4300,1999-09-04,Lonestar,Amazed,4:25,32
4301,2000-03-18,Lonestar,Smile,3:33,45
4302,2000-09-09,Lonestar,What About Now,3:30,36
4303,2000-05-20,"Lopez, Jennifer",Feelin' Good,4:28,64
4304,2000-12-16,"Loveless, Patty",That's The Kind Of M...,3:27,91
4306,2000-08-19,Lucy Pearl,Dance Tonight,3:45,54
4307,2000-12-30,Ludacris,What's Your Fantasy,4:16,24
4309,2000-07-01,M2M,Mirror Mirror,3:19,80
4310,2000-10-07,Madison Avenue,Don't Call Me Baby,3:44,95
4312,2000-11-11,Madonna,Music,3:45,2
4314,2000-02-19,"Martin, Ricky",Shake Your Bon-Bon,3:08,33
4315,2001-01-06,"Martin, Ricky",She Bangs,4:02,54
4316,2000-06-24,Mary Mary,Shackles (Praise You...,3:12,53
4318,2000-05-06,"McBride, Martina",Love's The Only Hous...,5:13,60
4320,2000-08-12,"McEntire, Reba",I'll Be,4:23,60
4321,2000-01-29,"McEntire, Reba",What Do You Say,3:26,31
4322,2000-02-26,"McGraw, Tim",My Best Friend,4:33,31
4323,2001-01-20,"McGraw, Tim",My Next Thirty Years,3:37,33
4324,2000-08-12,"McGraw, Tim",Some Things Never Ch...,3:56,93
4327,2000-09-23,"Messina, Jo Dee",That's The Way,3:17,28
4328,2000-08-12,Metallica,I Disappear,4:26,88
4331,2000-12-09,"Montgomery, John Michael",The Little Girl,3:52,50
4333,2000-09-16,"Moore, Mandy",I Wanna Be With You,4:12,66
4334,2000-12-09,"Mumba, Samantha",Gotta Tell You,3:19,4
4335,2001-01-13,Musiq,Just Friends,4:02,34
4336,2000-11-18,Mya,Case Of The Ex (What...,3:50,9
4337,2000-07-15,Mya,The Best Of Me,4:12,86
4338,2000-11-11,Mystikal,Shake Ya Ass,4:46,13
4339,2000-04-29,N'Sync,Bye Bye Bye,3:15,6
4340,2000-08-05,N'Sync,It's Gonna Be Me,3:10,1
4341,2000-12-30,N'Sync,This I Promise You,4:23,12
4342,2000-06-24,Nas,You Owe Me,3:51,88
4343,2000-07-29,Nelly,(Hot S**t) Country G...,4:17,21
4344,2000-08-26,Next,Wifey,4:03,19
4345,2000-08-05,Nine Days,Absolutely (Story Of...,3:09,8
4351,2001-01-13,"Paisley, Brad",We Danced,3:45,53
4352,2000-10-28,Papa Roach,Last Resort,3:19,66
4354,2000-11-11,Pink,Most Girls,4:06,6
4355,2000-06-03,Pink,There U Go,3:23,16
4358,2000-12-23,"Price, Kelly",You Should've Told M...,3:12,70
4359,2000-12-16,Profyle,Liar,3:57,61
4362,2000-03-25,R.E.M.,The Great Beyond,4:10,91
4363,2000-08-05,Rascal Flatts,Prayin' For Daylight,3:36,41
4364,2000-06-17,"Raye, Collin",Couldn't Last A Mome...,3:40,44
4365,2000-10-28,Red Hot Chili Peppers,Californication,5:21,75
4366,2000-05-13,Red Hot Chili Peppers,Otherside,4:13,24
4367,2000-01-15,"Rimes, LeAnn",Big Deal,3:03,28
4368,2000-12-09,"Rimes, LeAnn",Can't Fight The Moon...,3:33,81
4369,2000-08-26,"Rimes, LeAnn",I Need You,3:42,15
4370,2000-06-10,"Rogers, Kenny",Buy Me A Rose,3:46,66
4371,2000-09-30,Ruff Endz,No More,3:56,12
4372,2000-04-29,Sammie,I Like It,4:09,46
4373,2000-05-13,Santana,"Maria, Maria",4:18,1
4374,2000-07-08,Savage Garden,Crash And Burn,4:41,47
4375,2000-01-22,Savage Garden,I Knew I Loved You,4:07,2
4377,2000-10-14,SheDaisy,I Will.. But,3:40,56
4380,2000-12-09,Shyne,Bad Boyz,4:22,96
4381,2000-09-30,"Simpson, Jessica",I Think I'm In Love ...,3:32,74
4383,2000-02-19,Sisqo,Got To Get It,3:52,57
4384,2000-09-23,Sisqo,Incomplete,3:52,5
4385,2000-04-29,Sisqo,Thong Song,4:05,4
4386,2000-10-14,Sister Hazel,Change Your Mind,4:02,91
4387,2000-01-29,Smash Mouth,Then The Morning Com...,3:04,11
4389,2000-07-08,Son By Four,A Puro Dolor (Purest...,3:30,43
4390,2000-04-22,Sonique,It Feels So Good,3:48,8
4391,2000-10-07,SoulDecision,Faded,3:25,27
4392,2000-04-29,"Spears, Britney",From The Bottom Of M...,4:30,64
4394,2000-07-22,"Spears, Britney",Oops!.. I Did It Aga...,3:30,24
4397,2000-08-12,Sting,Desert Rose,3:52,19
4399,2000-03-25,"Stone, Angie",No More Rain (In Thi...,4:42,81
4400,2000-11-25,"Strait, George",Go On,3:48,56
4401,2000-04-29,"Strait, George",The Best Day,3:24,33
4402,2000-04-15,Sugar Ray,Falls Apart,4:15,60
4407,2000-04-22,Third Eye Blind,Never Let You Go,3:57,17
4408,2001-02-24,"Thomas, Carl",Emotional,4:31,69
4409,2000-06-24,"Thomas, Carl",I Wish,3:50,24
4411,2000-11-25,"Tippin, Aaron",Kiss This,2:53,69
4412,2000-01-08,Train,Meet Virginia,3:55,24
4415,2000-11-18,"Tritt, Travis",Best Of Intentions,4:15,28
4417,2000-10-14,"Urban, Keith",Your Everything,4:10,90
4419,2000-06-03,"Vassar, Phil",Carlene,4:07,78
4420,2000-12-30,"Vassar, Phil",Just Another Day In ...,3:54,51
4421,2000-04-22,Vertical Horizon,Everything You Want,4:01,9
4422,2000-11-25,Vertical Horizon,You're A God,3:45,32
4426,2000-07-15,"Walker, Clay",The Chain Of Love,5:03,68
4428,2000-07-01,Westlife,Swear It Again,4:07,20
4429,2000-02-19,"Williams, Robbie",Angels,3:56,88
4430,2000-04-15,"Wills, Mark",Back At One,4:00,74
4431,2000-09-16,"Worley, Darryl",When You Need My Lov...,3:35,86
4435,2000-06-17,Ying Yang Twins,Whistle While You Tw...,4:19,99
4437,2000-07-29,matchbox twenty,Bent,4:12,2
4440,2000-07-15,3 Doors Down,Kryptonite,3:53,38
4441,2001-01-27,3 Doors Down,Loser,4:24,72
4442,2000-07-22,504 Boyz,Wobble Wobble,3:35,78
4443,2000-11-25,98^0,Give Me Just One Nig...,3:24,47
4445,2000-05-06,Aaliyah,I Don't Wanna,4:15,61
4446,2000-06-24,Aaliyah,Try Again,4:03,2
4447,2000-12-02,"Adams, Yolanda",Open My Heart,5:30,59
4449,2000-11-11,"Aguilera, Christina",Come On Over Baby (A...,3:38,4
4450,2000-07-22,"Aguilera, Christina",I Turn To You,4:00,10
4451,2000-03-04,"Aguilera, Christina",What A Girl Wants,3:18,12
4452,2000-07-15,Alice Deejay,Better Off Alone,6:50,57
4454,1999-10-23,Amber,Sexual,4:38,99
4456,2000-12-23,"Anthony, Marc",My Baby You,3:59,89
4457,2000-06-03,"Anthony, Marc",You Sang To Me,3:50,2
4458,2001-02-10,Avant,My First Love,4:28,52
4459,2000-08-05,Avant,Separated,4:13,27
4460,2000-08-05,BBMak,Back Here,3:35,16
4461,2001-01-20,"Backstreet Boys, The",Shape Of My Heart,3:49,24
4462,2000-04-08,"Backstreet Boys, The",Show Me The Meaning ...,3:54,8
4463,2000-09-02,"Backstreet Boys, The",The One,3:46,100
4464,2000-11-25,"Badu, Erkyah",Bag Lady,5:03,26
4465,2000-10-28,Baha Men,Who Let The Dogs Out,3:17,44
4466,2000-12-16,Barenaked Ladies,Pinch Me,3:46,19
4467,2001-01-27,Beenie Man,Girls Dem Sugar,4:17,95
4470,2000-07-29,Big Punisher,It's So Hard,3:25,100
4471,2000-06-10,Black Rob,Whoa!,4:04,84
4472,2000-05-27,"Black, Clint",Been There,5:28,63
4473,2000-01-29,Blaque,Bring It All To Me,3:46,5
4474,2000-02-19,"Blige, Mary J.",Deep Inside,5:26,94
4476,2000-03-11,Blink-182,All The Small Things,2:52,9
4478,2000-11-18,Bon Jovi,It's My Life,3:44,51
4479,2000-06-24,"Braxton, Toni",He Wasn't Man Enough,4:21,16
4480,2000-11-04,"Braxton, Toni",Just Be A Man About ...,4:10,65
4483,2000-07-15,"Brock, Chad",Yes!,3:22,31
4484,2000-09-16,Brooks & Dunn,You'll Always Be Lov...,2:58,62
4490,2000-03-18,"Carey, Mariah",Thank God I Found Yo...,4:14,21
4491,2000-12-02,"Carter, Aaron",Aaron's Party (Come ...,3:23,100
4494,2001-01-27,"Chesney, Kenny",I Lost It,3:54,60
4495,2000-07-08,"Chesney, Kenny",What I Need To Do,4:05,80
4498,2000-11-11,Common,The Light,3:55,86
4499,2000-02-12,Counting Crows,Hanginaround,4:07,38
4500,1999-12-18,Creed,Higher,5:16,60
4501,2000-08-19,Creed,With Arms Wide Open,3:52,76
4504,2000-04-29,D'Angelo,Untitled (How Does I...,7:10,73
4505,2000-06-03,DMX,Party Up (Up In Here...,3:45,28
4506,2000-10-07,DMX,What You Want,4:05,62
4508,2000-06-03,Da Brat,That's What I'm Look...,3:44,94
4509,2000-09-09,Da Brat,What'Chu Like,3:57,49
4510,2000-07-01,"Davidson, Clay",Unconditional,3:56,52
4512,2000-12-30,Destiny's Child,Independent Women Pa...,3:38,1
4513,2000-08-19,Destiny's Child,Jumpin' Jumpin',3:48,3
4514,2000-04-01,Destiny's Child,Say My Name,4:31,1
4515,2000-11-18,"Diffie, Joe",It's Always Somethin...,2:55,100
4517,2000-02-19,"Dion, Celine",That's The Way It Is,4:03,11
4519,2000-03-04,"Dixie Chicks, The",Cowboy Take Me Away,4:51,40
4520,2000-06-24,"Dixie Chicks, The",Goodbye Earl,4:19,98
4521,2001-01-13,"Dixie Chicks, The",Without You,3:32,36
4522,2000-04-29,Dr. Dre,Forgot About Dre,3:42,34
4523,2000-09-02,Dr. Dre,The Next Episode,2:38,44
4525,2001-01-06,Dream,He Loves U Not,3:43,2
4528,2000-03-18,Eiffel 65,Blue,3:29,32
4529,2000-03-04,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,11
4530,2001-02-10,Eminem,Stan,5:26,100
4531,2000-08-12,Eminem,The Real Slim Shady,4:42,49
4535,2001-01-27,"Evans, Sara",Born To Fly,5:36,42
4537,2000-04-15,Eve,Love Is Blind,3:51,87
4538,2000-10-14,Everclear,Wonderful,4:30,13
4539,2000-09-16,"Fabian, Lara",I Will Love Again,3:43,80
4541,2000-03-04,Filter,Take A Picture,4:23,19
4542,2000-01-22,Foo Fighters,Learn To Fly,3:55,19
4546,2000-12-09,"Gill, Vince",Feels Like Love,4:13,57
4547,2000-09-23,"Gilman, Billy",One Voice,4:07,61
4548,2000-03-18,Ginuwine,None Of Ur Friends B...,4:12,92
